Running task 808 with seed=89 and percentage=0.45
Epoch 0, Loss Total: 83.98517608642578, Loss Train: 128.78944396972656, Loss Test: 133.07565307617188
Epoch 100, Loss Total: 37.77104187011719, Loss Train: 41.801116943359375, Loss Test: 65.49056243896484
Epoch 200, Loss Total: 27.81009864807129, Loss Train: 18.244731903076172, Loss Test: 35.815555572509766
Epoch 300, Loss Total: 29.672256469726562, Loss Train: 9.586090087890625, Loss Test: 24.765872955322266
Epoch 400, Loss Total: 34.4610710144043, Loss Train: 5.802079200744629, Loss Test: 19.869915008544922
Epoch 500, Loss Total: 39.52006530761719, Loss Train: 3.9871342182159424, Loss Test: 17.429180145263672
Epoch 600, Loss Total: 43.96297073364258, Loss Train: 3.062488079071045, Loss Test: 16.10476303100586
Epoch 700, Loss Total: 47.546905517578125, Loss Train: 2.574063301086426, Loss Test: 15.33543586730957
Epoch 800, Loss Total: 50.2969856262207, Loss Train: 2.311525821685791, Loss Test: 14.862763404846191
Epoch 900, Loss Total: 52.342613220214844, Loss Train: 2.1695399284362793, Loss Test: 14.558880805969238
Epoch 1000, Loss Total: 53.83805847167969, Loss Train: 2.092679023742676, Loss Test: 14.35671615600586
Epoch 1100, Loss Total: 54.925392150878906, Loss Train: 2.0510475635528564, Loss Test: 14.218994140625
Epoch 1200, Loss Total: 55.72066879272461, Loss Train: 2.028407335281372, Loss Test: 14.124007225036621
Epoch 1300, Loss Total: 56.31169509887695, Loss Train: 2.0159902572631836, Loss Test: 14.058279991149902
Epoch 1400, Loss Total: 56.76155471801758, Loss Train: 2.009113311767578, Loss Test: 14.013124465942383
Epoch 1500, Loss Total: 57.11414337158203, Loss Train: 2.0052666664123535, Loss Test: 13.982566833496094
Epoch 1600, Loss Total: 57.399391174316406, Loss Train: 2.003098726272583, Loss Test: 13.962320327758789
Epoch 1700, Loss Total: 57.63752365112305, Loss Train: 2.001893997192383, Loss Test: 13.94922924041748
Epoch 1800, Loss Total: 57.8424186706543, Loss Train: 2.001206636428833, Loss Test: 13.941006660461426
