Running task 175 with seed=19 and percentage=0.30
Epoch 0, Loss Total: 84.24195098876953, Loss Train: 129.6748504638672, Loss Test: 132.34344482421875
Epoch 100, Loss Total: 43.574951171875, Loss Train: 39.426395416259766, Loss Test: 66.01448822021484
Epoch 200, Loss Total: 40.949947357177734, Loss Train: 16.958377838134766, Loss Test: 40.67774200439453
Epoch 300, Loss Total: 44.63077926635742, Loss Train: 8.273019790649414, Loss Test: 33.6561393737793
Epoch 400, Loss Total: 48.03228759765625, Loss Train: 4.271884441375732, Loss Test: 31.35773277282715
Epoch 500, Loss Total: 50.66025924682617, Loss Train: 2.2920238971710205, Loss Test: 30.62049102783203
Epoch 600, Loss Total: 52.574947357177734, Loss Train: 1.2611393928527832, Loss Test: 30.43654441833496
Epoch 700, Loss Total: 53.92634582519531, Loss Train: 0.7020261287689209, Loss Test: 30.43996238708496
Epoch 800, Loss Total: 54.865238189697266, Loss Train: 0.3908573091030121, Loss Test: 30.49510383605957
Epoch 900, Loss Total: 55.513587951660156, Loss Train: 0.21590079367160797, Loss Test: 30.553709030151367
Epoch 1000, Loss Total: 55.96074295043945, Loss Train: 0.11769188195466995, Loss Test: 30.601240158081055
Epoch 1100, Loss Total: 56.26924514770508, Loss Train: 0.06307753920555115, Loss Test: 30.635862350463867
Epoch 1200, Loss Total: 56.482234954833984, Loss Train: 0.03314143791794777, Loss Test: 30.659893035888672
Epoch 1300, Loss Total: 56.629417419433594, Loss Train: 0.017029400914907455, Loss Test: 30.676382064819336
Epoch 1400, Loss Total: 56.73124313354492, Loss Train: 0.008542689494788647, Loss Test: 30.687889099121094
Epoch 1500, Loss Total: 56.80180740356445, Loss Train: 0.004180925898253918, Loss Test: 30.69621467590332
Epoch 1600, Loss Total: 56.8508186340332, Loss Train: 0.001999838976189494, Loss Test: 30.70248794555664
Epoch 1700, Loss Total: 56.88490295410156, Loss Train: 0.0009412980289198458, Loss Test: 30.707372665405273
Epoch 1800, Loss Total: 56.90861511230469, Loss Train: 0.00044383149361237884, Loss Test: 30.711238861083984
Epoch 1900, Loss Total: 56.92511749267578, Loss Train: 0.00021774986817035824, Loss Test: 30.714309692382812
Epoch 2000, Loss Total: 56.936561584472656, Loss Train: 0.00011840929801110178, Loss Test: 30.716732025146484
Epoch 2100, Loss Total: 56.94446563720703, Loss Train: 7.613751222379506e-05, Loss Test: 30.718608856201172
Epoch 2200, Loss Total: 56.94990158081055, Loss Train: 5.8639725466491655e-05, Loss Test: 30.720035552978516
Epoch 2300, Loss Total: 56.95362854003906, Loss Train: 5.145374598214403e-05, Loss Test: 30.72110939025879
Epoch 2400, Loss Total: 56.956172943115234, Loss Train: 4.8528116167290136e-05, Loss Test: 30.72190284729004
Epoch 2500, Loss Total: 56.95792007446289, Loss Train: 4.737012568512e-05, Loss Test: 30.722476959228516
Epoch 2600, Loss Total: 56.959102630615234, Loss Train: 4.6794619265710935e-05, Loss Test: 30.722898483276367
Epoch 2700, Loss Total: 56.95991516113281, Loss Train: 4.653982614399865e-05, Loss Test: 30.723196029663086
Epoch 2800, Loss Total: 56.960472106933594, Loss Train: 4.644991713576019e-05, Loss Test: 30.723407745361328
Epoch 2900, Loss Total: 56.96086502075195, Loss Train: 4.641571285901591e-05, Loss Test: 30.72355842590332
Epoch 3000, Loss Total: 56.961124420166016, Loss Train: 4.641505074687302e-05, Loss Test: 30.723665237426758
Epoch 3100, Loss Total: 56.9613037109375, Loss Train: 4.6381785068660975e-05, Loss Test: 30.723735809326172
Epoch 3200, Loss Total: 56.96136474609375, Loss Train: 4.636033554561436e-05, Loss Test: 30.723764419555664
Epoch 3300, Loss Total: 56.961395263671875, Loss Train: 4.636028461391106e-05, Loss Test: 30.723773956298828
Epoch 3400, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 3500, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 3600, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 3700, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 3800, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 3900, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4000, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4100, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4200, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4300, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4400, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4500, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4600, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4700, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4800, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 4900, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5000, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5100, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5200, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5300, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5400, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5500, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5600, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5700, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5800, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 5900, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 6000, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 6100, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 6200, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 6300, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
Epoch 6400, Loss Total: 56.961402893066406, Loss Train: 4.6360280975932255e-05, Loss Test: 30.72378158569336
