Running task 449 with seed=49 and percentage=0.50
Epoch 0, Loss Total: 83.79712677001953, Loss Train: 126.00823974609375, Loss Test: 135.6378631591797
Epoch 100, Loss Total: 40.66708755493164, Loss Train: 37.644317626953125, Loss Test: 61.7824592590332
Epoch 200, Loss Total: 40.01429748535156, Loss Train: 16.340717315673828, Loss Test: 38.547916412353516
Epoch 300, Loss Total: 42.83017349243164, Loss Train: 8.197684288024902, Loss Test: 31.634336471557617
Epoch 400, Loss Total: 45.21636199951172, Loss Train: 4.421360969543457, Loss Test: 28.935169219970703
Epoch 500, Loss Total: 47.07542037963867, Loss Train: 2.5050275325775146, Loss Test: 27.75536346435547
Epoch 600, Loss Total: 48.49103927612305, Loss Train: 1.468101143836975, Loss Test: 27.21728515625
Epoch 700, Loss Total: 49.55174255371094, Loss Train: 0.8789518475532532, Loss Test: 26.9715518951416
Epoch 800, Loss Total: 50.33842849731445, Loss Train: 0.5327678918838501, Loss Test: 26.863323211669922
Epoch 900, Loss Total: 50.91792297363281, Loss Train: 0.32494816184043884, Loss Test: 26.81939697265625
Epoch 1000, Loss Total: 51.34230422973633, Loss Train: 0.19851747155189514, Loss Test: 26.804250717163086
Epoch 1100, Loss Total: 51.65129470825195, Loss Train: 0.12098223716020584, Loss Test: 26.800960540771484
Epoch 1200, Loss Total: 51.875038146972656, Loss Train: 0.07325668632984161, Loss Test: 26.801868438720703
Epoch 1300, Loss Total: 52.036216735839844, Loss Train: 0.04389980807900429, Loss Test: 26.803800582885742
Epoch 1400, Loss Total: 52.15180969238281, Loss Train: 0.025938112288713455, Loss Test: 26.805614471435547
Epoch 1500, Loss Total: 52.234378814697266, Loss Train: 0.015060211531817913, Loss Test: 26.80702781677246
Epoch 1600, Loss Total: 52.29315948486328, Loss Train: 0.008569917641580105, Loss Test: 26.80803680419922
Epoch 1700, Loss Total: 52.33487319946289, Loss Train: 0.004771363455802202, Loss Test: 26.808746337890625
Epoch 1800, Loss Total: 52.364356994628906, Loss Train: 0.0025986896362155676, Loss Test: 26.809246063232422
Epoch 1900, Loss Total: 52.3851432800293, Loss Train: 0.001388123375363648, Loss Test: 26.809616088867188
Epoch 2000, Loss Total: 52.39973068237305, Loss Train: 0.0007326778722926974, Loss Test: 26.809906005859375
Epoch 2100, Loss Total: 52.40994644165039, Loss Train: 0.0003887343336828053, Loss Test: 26.810144424438477
Epoch 2200, Loss Total: 52.41707229614258, Loss Train: 0.00021397334057837725, Loss Test: 26.81035804748535
Epoch 2300, Loss Total: 52.42202377319336, Loss Train: 0.00012810257612727582, Loss Test: 26.8105525970459
Epoch 2400, Loss Total: 52.42546463012695, Loss Train: 8.728069951757789e-05, Loss Test: 26.810731887817383
Epoch 2500, Loss Total: 52.4278678894043, Loss Train: 6.850103818578646e-05, Loss Test: 26.81089210510254
Epoch 2600, Loss Total: 52.42952346801758, Loss Train: 6.006645708112046e-05, Loss Test: 26.81103515625
Epoch 2700, Loss Total: 52.43067169189453, Loss Train: 5.635876368614845e-05, Loss Test: 26.811155319213867
Epoch 2800, Loss Total: 52.43147659301758, Loss Train: 5.477022932609543e-05, Loss Test: 26.811260223388672
Epoch 2900, Loss Total: 52.432044982910156, Loss Train: 5.4016443755244836e-05, Loss Test: 26.811344146728516
Epoch 3000, Loss Total: 52.43244171142578, Loss Train: 5.37431551492773e-05, Loss Test: 26.811412811279297
Epoch 3100, Loss Total: 52.432716369628906, Loss Train: 5.354465974960476e-05, Loss Test: 26.811466217041016
Epoch 3200, Loss Total: 52.43291091918945, Loss Train: 5.348126796889119e-05, Loss Test: 26.81151008605957
Epoch 3300, Loss Total: 52.432987213134766, Loss Train: 5.345466342987493e-05, Loss Test: 26.8115234375
Epoch 3400, Loss Total: 52.433040618896484, Loss Train: 5.3442530770553276e-05, Loss Test: 26.811538696289062
Epoch 3500, Loss Total: 52.43307113647461, Loss Train: 5.343431985238567e-05, Loss Test: 26.811548233032227
Epoch 3600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811552047729492
Epoch 3700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 3800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 3900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 4900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 5900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 6900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 7900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 8900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 9900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 10900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 11900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 12900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 13900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 14900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15000, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15100, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15200, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15300, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15400, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15500, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15600, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15700, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15800, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
Epoch 15900, Loss Total: 52.43309020996094, Loss Train: 5.343432349036448e-05, Loss Test: 26.811553955078125
