Running task 515 with seed=57 and percentage=0.20
Epoch 0, Loss Total: 81.94381713867188, Loss Train: 116.4019775390625, Loss Test: 131.10498046875
Epoch 100, Loss Total: 54.72018814086914, Loss Train: 0.3311784565448761, Loss Test: 21.89892578125
Epoch 200, Loss Total: 55.864845275878906, Loss Train: 0.0016030134866014123, Loss Test: 21.874969482421875
Epoch 300, Loss Total: 56.14517593383789, Loss Train: 2.9799783078487962e-05, Loss Test: 21.876094818115234
Epoch 400, Loss Total: 56.218040466308594, Loss Train: 2.8557511541293934e-05, Loss Test: 21.876535415649414
Epoch 500, Loss Total: 56.23686599731445, Loss Train: 2.8558039048220962e-05, Loss Test: 21.876657485961914
Epoch 600, Loss Total: 56.240352630615234, Loss Train: 2.855805360013619e-05, Loss Test: 21.876672744750977
Epoch 700, Loss Total: 56.241458892822266, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 800, Loss Total: 56.241912841796875, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 900, Loss Total: 56.24211502075195, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1000, Loss Total: 56.242210388183594, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1100, Loss Total: 56.24225997924805, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1200, Loss Total: 56.24228286743164, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1300, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1400, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1500, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1600, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1700, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1800, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 1900, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2000, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2100, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2200, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2300, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2400, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2500, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2600, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2700, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2800, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 2900, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3000, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3100, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3200, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3300, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3400, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3500, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3600, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3700, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3800, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 3900, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 4000, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 4100, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
Epoch 4200, Loss Total: 56.2422981262207, Loss Train: 2.855804814316798e-05, Loss Test: 21.876676559448242
