Running task 606 with seed=67 and percentage=0.25
Epoch 0, Loss Total: 84.24423217773438, Loss Train: 130.0006561279297, Loss Test: 132.06341552734375
Epoch 100, Loss Total: 46.524742126464844, Loss Train: 45.388980865478516, Loss Test: 78.74179077148438
Epoch 200, Loss Total: 31.501863479614258, Loss Train: 20.787561416625977, Loss Test: 46.2825927734375
Epoch 300, Loss Total: 28.97707748413086, Loss Train: 11.146592140197754, Loss Test: 32.68153762817383
Epoch 400, Loss Total: 30.80124282836914, Loss Train: 6.7094855308532715, Loss Test: 26.6241397857666
Epoch 500, Loss Total: 33.94528579711914, Loss Train: 4.486093044281006, Loss Test: 23.654829025268555
Epoch 600, Loss Total: 37.26578903198242, Loss Train: 3.3154821395874023, Loss Test: 22.027673721313477
Epoch 700, Loss Total: 40.320072174072266, Loss Train: 2.6814017295837402, Loss Test: 21.02185821533203
Epoch 800, Loss Total: 42.95862579345703, Loss Train: 2.333502769470215, Loss Test: 20.324270248413086
Epoch 900, Loss Total: 45.167808532714844, Loss Train: 2.141873836517334, Loss Test: 19.792808532714844
Epoch 1000, Loss Total: 46.99562072753906, Loss Train: 2.0360827445983887, Loss Test: 19.361282348632812
Epoch 1100, Loss Total: 48.51054382324219, Loss Train: 1.9773977994918823, Loss Test: 18.998044967651367
Epoch 1200, Loss Total: 49.7795295715332, Loss Train: 1.9445494413375854, Loss Test: 18.687211990356445
Epoch 1300, Loss Total: 50.858280181884766, Loss Train: 1.9259642362594604, Loss Test: 18.41954803466797
Epoch 1400, Loss Total: 51.78919982910156, Loss Train: 1.9153225421905518, Loss Test: 18.18866729736328
Epoch 1500, Loss Total: 52.60305404663086, Loss Train: 1.9092040061950684, Loss Test: 17.989078521728516
Epoch 1600, Loss Total: 53.32188034057617, Loss Train: 1.905641794204712, Loss Test: 17.815940856933594
Epoch 1700, Loss Total: 53.96168899536133, Loss Train: 1.9035465717315674, Loss Test: 17.665027618408203
Epoch 1800, Loss Total: 54.53465270996094, Loss Train: 1.9022749662399292, Loss Test: 17.532407760620117
Epoch 1900, Loss Total: 55.0502815246582, Loss Train: 1.9015135765075684, Loss Test: 17.415151596069336
Epoch 2000, Loss Total: 55.51657485961914, Loss Train: 1.9009993076324463, Loss Test: 17.310749053955078
Epoch 2100, Loss Total: 55.883235931396484, Loss Train: 1.9007154703140259, Loss Test: 17.22964859008789
Epoch 2200, Loss Total: 56.06504821777344, Loss Train: 1.9005924463272095, Loss Test: 17.189682006835938
Epoch 2300, Loss Total: 56.15666198730469, Loss Train: 1.9005364179611206, Loss Test: 17.169612884521484
