Running task 74 with seed=8 and percentage=0.20
Epoch 0, Loss Total: 84.1059341430664, Loss Train: 135.68560791015625, Loss Test: 130.25677490234375
Epoch 100, Loss Total: 50.77016067504883, Loss Train: 48.25709533691406, Loss Test: 84.57012176513672
Epoch 200, Loss Total: 35.085601806640625, Loss Train: 22.17112922668457, Loss Test: 52.60194396972656
Epoch 300, Loss Total: 30.847135543823242, Loss Train: 11.740580558776855, Loss Test: 36.77872085571289
Epoch 400, Loss Total: 31.539987564086914, Loss Train: 6.943663120269775, Loss Test: 28.75729751586914
Epoch 500, Loss Total: 34.15780258178711, Loss Train: 4.5532307624816895, Loss Test: 24.498205184936523
Epoch 600, Loss Total: 37.35281753540039, Loss Train: 3.292041301727295, Loss Test: 22.119888305664062
Epoch 700, Loss Total: 40.54938507080078, Loss Train: 2.597184181213379, Loss Test: 20.729209899902344
Epoch 800, Loss Total: 43.51578140258789, Loss Train: 2.20097279548645, Loss Test: 19.883434295654297
Epoch 900, Loss Total: 46.17107391357422, Loss Train: 1.9683395624160767, Loss Test: 19.3514404296875
Epoch 1000, Loss Total: 48.50326156616211, Loss Train: 1.8280760049819946, Loss Test: 19.00732421875
Epoch 1100, Loss Total: 50.53290939331055, Loss Train: 1.7414435148239136, Loss Test: 18.780452728271484
Epoch 1200, Loss Total: 52.29365921020508, Loss Train: 1.6868493556976318, Loss Test: 18.629825592041016
Epoch 1300, Loss Total: 53.821781158447266, Loss Train: 1.651921033859253, Loss Test: 18.53047752380371
Epoch 1400, Loss Total: 55.1503791809082, Loss Train: 1.6293586492538452, Loss Test: 18.466381072998047
Epoch 1500, Loss Total: 56.307411193847656, Loss Train: 1.614686131477356, Loss Test: 18.426382064819336
Epoch 1600, Loss Total: 57.31603240966797, Loss Train: 1.6051172018051147, Loss Test: 18.402812957763672
Epoch 1700, Loss Total: 58.19517517089844, Loss Train: 1.598830223083496, Loss Test: 18.38994789123535
Epoch 1800, Loss Total: 58.9610481262207, Loss Train: 1.5946857929229736, Loss Test: 18.383758544921875
Epoch 1900, Loss Total: 59.62795639038086, Loss Train: 1.5919727087020874, Loss Test: 18.381683349609375
Epoch 2000, Loss Total: 60.20825958251953, Loss Train: 1.5901278257369995, Loss Test: 18.381729125976562
Epoch 2100, Loss Total: 60.713409423828125, Loss Train: 1.588942289352417, Loss Test: 18.382980346679688
Epoch 2200, Loss Total: 61.15325164794922, Loss Train: 1.5881156921386719, Loss Test: 18.384706497192383
Epoch 2300, Loss Total: 61.536842346191406, Loss Train: 1.5875968933105469, Loss Test: 18.386484146118164
Epoch 2400, Loss Total: 61.87202072143555, Loss Train: 1.5872420072555542, Loss Test: 18.388181686401367
Epoch 2500, Loss Total: 62.095664978027344, Loss Train: 1.587060809135437, Loss Test: 18.38929557800293
Epoch 2600, Loss Total: 62.2299919128418, Loss Train: 1.5869709253311157, Loss Test: 18.38994789123535
Epoch 2700, Loss Total: 62.296287536621094, Loss Train: 1.5869317054748535, Loss Test: 18.390254974365234
Epoch 2800, Loss Total: 62.330177307128906, Loss Train: 1.5869109630584717, Loss Test: 18.390413284301758
Epoch 2900, Loss Total: 62.3477897644043, Loss Train: 1.5869024991989136, Loss Test: 18.390493392944336
Epoch 3000, Loss Total: 62.357025146484375, Loss Train: 1.586897611618042, Loss Test: 18.39053726196289
